year,d14c,sig_d14c
770,-18.5,1.2
771,-21.7,2.7
772,-17.7,1.2
773,-23.2,2.8
774,-17.7,1.5
775,-5.8,1.8
776,-2.5,1.5
777,-5.3,1.8
778,-4.7,1.5
779,-7.2,1.8
780,-6,1.8
782,-5.3,2.6
784,-7.9,2.6
786,-6.9,2.6
788,-10.9,2.6
790,-13.3,1.9
792,-13.8,2
794,-12.5,2.7
