year,d14c,sig_d14c
-5420.0,91.93333333333334,1.5613384571507158
-5419.0,92.86666666666667,3.4
-5418.0,93.30000000000001,1.4689376357687136
-5417.0,90.25416666666668,2.2327113561766105
-5416.0,94.63333333333334,1.5452435981999013
-5415.0,91.40416666666667,2.1023796041628637
-5414.0,90.26666666666668,1.6579773487261187
-5413.0,87.55416666666667,2.0303940504246953
-5412.0,90.9,1.4197026292697903
-5411.0,90.23333333333333,1.42672897060218
-5410.0,97.10000000000001,1.5107025591499548
-5409.0,96.78333333333335,1.507864568041691
-5408.0,98.76666666666668,1.6141733350404335
-5407.0,95.26666666666668,1.442621071368208
-5406.0,96.7,1.6141733350404335
-5405.0,92.83333333333334,1.459379624665525
-5404.0,91.53333333333335,1.6377491328717664
-5403.0,92.36666666666667,1.4706612269467243
-5402.0,92.23333333333335,1.6726559053725838
-5401.0,92.10000000000001,1.439618004888797
-5400.0,89.16666666666667,1.5804359454839598
-5399.0,91.54166666666669,1.8
-5398.0,91.66666666666669,1.8117670931993441
-5397.0,92.84166666666668,2.5
-5396.0,91.76666666666668,1.9235384061671343
-5395.0,87.94166666666668,1.8
-5394.0,90.14166666666668,2.4
-5393.0,85.64166666666668,2.4
-5392.0,90.64166666666668,2.4
-5391.0,88.14166666666668,2.4
-5390.0,90.04166666666669,1.8
-5389.0,88.44166666666668,2.4
-5388.0,90.44166666666668,1.8
-5387.0,86.14166666666668,2.4
-5386.0,91.64166666666668,1.8
-5385.0,87.74166666666667,2.4
-5384.0,88.94166666666668,2.4
-5383.0,84.44166666666668,2.4
-5382.0,87.34166666666668,2.4
-5381.0,85.54166666666669,2.3
