year,d14c,sig_d14c
983,-18.91,2.44
984,-17.93,2.44
985,-21.59,2.43
986,-20.49,2.44
987,-19.26,2.44
988,-21.09,2.43
989,-19.62,2.56
990,-15.09,2.45
991,-20.59,2.44
992,-21.38,1.72
993,-19.00,1.72
994,-15.82,1.73
995,-11.58,1.74
996,-13.35,2.45
997,-15.68,2.45
998,-15.19,2.45
