year,d14c,sig_d14c
981,-17.00,1.70
982,-22.90,1.70
983,-18.40,1.71
984,-24.90,2.00
985,-20.60,2.20
986,-24.20,1.60
987,-19.80,1.70
988,-20.20,2.10
989,-21.10,1.70
990,-17.30,1.40
991,-20.30,1.30
992,-17.60,1.10
993,-15.60,1.50
994,-8.80,1.00
995,-17.20,1.40
996,-12.70,2.50
997,-18.80,2.20
998,-17.30,1.90
999,-8.70,1.70
1000,-12.80,1.50
,,
