year,d14c,sig_d14c
989,-20.20,1.90
990,-25.30,2.90
991,-21.50,1.50
992,-22.80,2.00
993,-20.70,1.60
994,-11.50,2.00
995,-12.90,1.50
996,-11.30,2.00
997,-14.20,2.00
998,-15.30,2.00
999,-13.30,1.60
